CAPCP Geocodes,EC CLC,UU Scale,UU Name,don't touch this tab
3507065,043610,CSD,North Grenville,
3507014,043630,CSD,Elizabethtown-Kitley,
3507015,043630,CSD,Brockville,
3507017,043640,CSD,Front of Yonge,
3507033,043620,CSD,Westport,
3507042,043640,CSD,Athens,
3507004,043640,CSD,Edwardsburgh/Cardinal,
3507052,043610,CSD,Merrickville-Wolford,
3507021,043640,CSD,Leeds and the Thousand Islands,
3507040,043620,CSD,Rideau Lakes,
3507008,043630,CSD,Prescott,
3507024,043640,CSD,Gananoque,
3507006,043630,CSD,Augusta,
3509,045310-045320,CD,Lanark,
3509001,045310-045320,CSD,Montague,
3509004,045310,CSD,Smiths Falls,
3509015,045310-045320,CSD,Tay Valley,
3509028,045310-045320,CSD,Carleton Place,
3509010,045310-045320,CSD,Drummond/North Elmsley,
3509024,045310-045320,CSD,Beckwith,
3509030,045310-045320,CSD,Mississippi Mills,
3509039,045310-045320,CSD,Lanark Highlands,
3509021,045310,CSD,Perth,
3510,043410-043420,CD,Frontenac,
3510045,043410-043420,CSD,North Frontenac,
3510020,043410-043420,CSD,South Frontenac,
3510035,043410-043420,CSD,Central Frontenac,
3510010,043510,CSD,Kingston,
3510005,043510,CSD,Frontenac Islands,
3511,043510-043520-043410-043420-044610-046620,CD,Lennox and Addington,
3511030,,CSD,Stone Mills,
3511005,,CSD,Loyalist,
3511015,043520,CSD,Greater Napanee,
3511035,,CSD,Addington Highlands,
3512,044610,CD,Hastings,
3512065,,CSD,Carlow/Mayo,
3512030,043420,CSD,Tweed,
3512020,043420,CSD,Stirling-Rawdon,
3512001,,CSD,Tyendinaga,
3512002,,CSD,Deseronto,
3512076,,CSD,Hastings Highlands,
3512048,,CSD,Tudor and Cashel,
3512054,,CSD,Wollaston,
3512036,,CSD,Madoc,
3512026,,CSD,Centre Hastings,
3512061,,CSD,Bancroft,
3512046,,CSD,Marmora and Lake,
3512005,,CSD,Belleville,
3512004,,CSD,Tyendinaga Mohawk Territory,
3512051,,CSD,Limerick,
3512015,043310,CSD,Quinte West,
3512058,,CSD,Faraday,
3513,043510-043520-043530,CD,Prince Edward,
3513020,043510-043520-043530,CSD,Prince Edward,
3514,043300-043310-043320,CD,Northumberland,
3514014,043310-043320,CSD,Cramahe,
3514020,043310-043320,CSD,Port Hope,
3514004,043310-043320,CSD,Brighton,
3514027,043310-043320,CSD,Alderville First Nation,
3514019,043310-043320,CSD,Hamilton,
3514021,043310-043320,CSD,Cobourg,
3514024,043310-043320,CSD,Alnwick/Haldimand,
3514045,043310-043320,CSD,Trent Hills,
3515,044740,CD,Peterborough,
3515015,,CSD,Smith-Ennismore-Lakefield,
3515037,,CSD,North Kawartha,
3515019,,CSD,Curve Lake First Nation 35,
3515003,,CSD,Asphodel-Norwood,
3515008,,CSD,Hiawatha First Nation,
3515005,,CSD,Otonabee-South Monaghan,
3515030,,CSD,Havelock-Belmont-Methuen,
3515023,,CSD,Douro-Dummer,
3515014,044740,CSD,Peterborough,
3515013,,CSD,Cavan Monaghan,
3515044,,CSD,Galway-Cavendish and Harvey,
3516,044710-044730,CD,Kawartha Lakes,
3516010,044710-044730,CSD,Kawartha Lakes,
3518,043200-043210-043230,CD,Durham,
3518005,043230,CSD,Ajax,
3518001,043230,CSD,Pickering,
3518017,043230,CSD,Clarington,
3518020,044730,CSD,Scugog,
3518029,043210,CSD,Uxbridge,
3518022,044730,CSD,Mississaugas of Scugog Island,
3518009,043230,CSD,Whitby,
3518013,043230,CSD,Oshawa,
3518039,043210,CSD,Brock,
3519,043200,CD,York,
3519049,043240,CSD,King,
3519046,,CSD,Aurora,
3519036,043240,CSD,Markham,
3519038,043240,CSD,Richmond Hill,
3519028,043240,CSD,Vaughan,
3519070,043220,CSD,Georgina,
3519054,,CSD,East Gwillimbury,
3519044,,CSD,Whitchurch-Stouffville,
3519048,043220,CSD,Newmarket,
3519076,,CSD,Chippewas of Georgina Island First Nation,
3520,043100,CD,Toronto,
3520005,043100,CSD,Toronto,
3521,046600,CD,Peel,
3521010,046620,CSD,Brampton,
3521005,046620,CSD,Mississauga,
3521024,046610,CSD,Caledon,
3522,046500-046510-046520-046530,CD,Dufferin,
3522012,,CSD,Mono,
3522021,,CSD,Shelburne,
3522016,,CSD,Mulmur,
3522019,,CSD,Melancthon,
3522014,,CSD,Orangeville,
3522001,,CSD,East Garafraxa,
3522010,,CSD,East Luther Grand Valley,
3522008,,CSD,Amaranth,
3523,046410-046420,CD,Wellington,
3523009,046420,CSD,Guelph/Eramosa,
3523043,,CSD,Minto,
3523033,,CSD,Mapleton,
3523008,046420,CSD,Guelph,
3523017,046420,CSD,Erin,
3523025,046410-046420,CSD,Centre Wellington,
3523001,,CSD,Puslinch,
3523050,,CSD,Wellington North,
3524,046600,CD,Halton,
3524015,046630,CSD,Halton Hills,
3524001,046640,CSD,Oakville,
3524009,046630,CSD,Milton,
3524002,046640,CSD,Burlington,
14099551,046100,CD,Hamilton,
3525005,046100,CSD,Hamilton,
3526,046700-046710-046720,CD,Niagara,
3526028,,CSD,Pelham,
3526011,,CSD,Port Colborne,
3526037,,CSD,Thorold,
3526057,,CSD,Lincoln,
3526032,046720,CSD,Welland,
3526053,046710,CSD,St. Catharines,
3526003,,CSD,Fort Erie,
3526021,,CSD,West Lincoln,
3526047,,CSD,Niagara-on-the-Lake,
3526065,046710,CSD,Grimsby,
3526043,046720,CSD,Niagara Falls,
3526014,,CSD,Wainfleet,
3528,041100-041200,CD,Haldimand-Norfolk,
3528018,041200,CSD,Haldimand County,
3528037,,CSD,Six Nations (Part) 40,
3528035,,CSD,New Credit (Part) 40A,
3528052,041100,CSD,Norfolk County,
3529,041720,CD,Brant,
3529021,041720,CSD,New Credit (Part) 40A,
3529005,041720,CSD,Brant,
3529006,041720,CSD,Brantford,
3529020,041720,CSD,Six Nations (Part) 40,
3530,046400-046430,CD,Waterloo,
3530035,046430,CSD,Woolwich,
3530027,046430,CSD,Wellesley,
3530013,046430,CSD,Kitchener,
3530020,046430,CSD,Wilmot,
3530016,046430,CSD,Waterloo,
3530004,046430,CSD,North Dumfries,
3530010,046430,CSD,Cambridge,
3531,046300,CD,Perth,
3531016,046340,CSD,St. Marys,
3531013,046340,CSD,Perth South,
3531030,046320,CSD,Perth East,
3531040,046320,CSD,North Perth,
3531011,046340,CSD,Stratford,
3531025,046340,CSD,West Perth,
3532,041710,CD,Oxford,
3532002,,CSD,Norwich,
3532012,041710,CSD,South-West Oxford,
3532004,041710,CSD,Tillsonburg,
3532045,,CSD,Blandford-Blenheim,
3532027,,CSD,Zorra,
3532042,041710,CSD,Woodstock,
3532038,,CSD,East Zorra-Tavistock,
3532018,,CSD,Ingersoll,
3534,041600,CD,Elgin,
3534010,,CSD,Malahide,
3534011,041610,CSD,Aylmer,
3534042,041620,CSD,West Elgin,
3534005,,CSD,Bayham,
3534021,041610,CSD,St. Thomas,
3534024,,CSD,Southwold,
3534020,041610-041620,CSD,Central Elgin,
3534030,,CSD,Dutton/Dunwich,
3536,041410,CD,Chatham-Kent,
3536020,041410,CSD,Chatham-Kent,
3536029,,CSD,Moravian 47,
3537,041420,CD,Essex,
3537003,041420,CSD,Leamington,
3537016,041420,CSD,Essex,
3537048,,CSD,Tecumseh,
3537034,,CSD,LaSalle,
3537013,,CSD,Kingsville,
3537001,,CSD,Pelee,
3537064,,CSD,Lakeshore,
3537039,041420,CSD,Windsor,
3537028,,CSD,Amherstburg,
3538,041310-041320,CD,Lambton,
3538016,,CSD,Enniskillen,
3538003,,CSD,St. Clair,
3538007,,CSD,Dawn-Euphemia,
3538031,,CSD,Point Edward,
3538015,,CSD,Brooke-Alvinston,
3538030,041320,CSD,Sarnia,
3538040,041310-041320,CSD,Lambton Shores,
3538043,,CSD,Warwick,
3538056,,CSD,Kettle Point 44,
3538025,041320,CSD,Sarnia 45,
3538019,041320,CSD,Petrolia,
3538018,,CSD,Oil Springs,
3538035,,CSD,Plympton-Wyoming,
3538004,,CSD,Walpole Island 46,
3539,041510-041520,CD,Middlesex,
3539018,,CSD,Munsee-Delaware Nation 1,
3539015,041520,CSD,Strathroy-Caradoc,
3539005,041520,CSD,Southwest Middlesex,
3539021,,CSD,Oneida 41,
3539036,041510,CSD,London,
3539027,,CSD,Thames Centre,
3539033,041510-041520,CSD,Middlesex Centre,
3539047,,CSD,Adelaide Metcalfe,
3539017,,CSD,Chippewas of the Thames First Nation 42,
3539060,,CSD,Lucan Biddulph,
3539002,,CSD,Newbury,
3539041,041510-041520,CSD,North Middlesex,
3540,046310-046330,CD,Huron,
3540028,046330,CSD,Goderich,
3540010,046330,CSD,Bluewater,
3540025,046310-046330,CSD,Central Huron,
3540055,046310,CSD,North Huron,
3540063,,CSD,Ashfield-Colborne-Wawanosh,
3540046,,CSD,Howick,
3540050,,CSD,Morris-Turnberry,
3540040,046310-046330,CSD,Huron East,
3540005,046330,CSD,South Huron,
3541,046210,CD,Bruce,
3541069,046210,CSD,Northern Bruce Peninsula,
3541032,,CSD,Brockton,
3541045,046230,CSD,Saugeen Shores,
3541055,046230,CSD,South Bruce Peninsula,
3541057,046230,CSD,Saugeen 29,
3541060,,CSD,Neyaashiinigmiing 27,
3541043,,CSD,Arran-Elderslie,
3541024,046230,CSD,Kincardine,
3541004,046230,CSD,South Bruce,
3541015,,CSD,Huron-Kinloss,
3542,046200-046220-046240,CD,Grey,
3542029,,CSD,Hanover,
3542004,046220-046240,CSD,West Grey,
3542037,,CSD,Chatsworth,
3542045,046220,CSD,Blue Mountains,
3542059,,CSD,Owen Sound,
3542047,,CSD,Meaford,
3542053,,CSD,Georgian Bluffs,
3542015,046220-046240,CSD,Grey Highlands,
3542005,,CSD,Southgate,
3543,041100,CD,Simcoe,
3543064,,CSD,Wasaga Beach,
3543014,,CSD,Bradford West Gwillimbury,
3543007,,CSD,New Tecumseth,
3543050,,CSD,Mnjikaning First Nation 32 (Rama First Nation 32),
3543015,,CSD,Severn,
3543019,,CSD,Ramara,
3543072,,CSD,Penetanguishene,
3543052,044120,CSD,Orillia,
3543069,,CSD,Christian Island 30,
3543017,046510,CSD,Innisfil,
3543005,,CSD,Clearview,
3543074,044110,CSD,Midland,
3543070,,CSD,Christian Island 30A,
3543023,,CSD,Oro-Medonte,
3543031,044130,CSD,Collingwood,
3543042,044130,CSD,Barrie,
3543021,,CSD,Essa,
3543003,,CSD,Adjala-Tosorontio,
3543071,,CSD,Tay,
3543009,,CSD,Springwater,
3543068,,CSD,Tiny,
3544,044410-044420-044430-044440,CD,Muskoka,
3544042,044410,CSD,Huntsville,
3544071,,CSD,Wahta Mohawk Territory,
3544073,,CSD,Moose Point 79,
3544018,044440,CSD,Bracebridge,
3544027,,CSD,Lake of Bays,
3544053,044410-044420-044430-044440,CSD,Muskoka Lakes,
3544065,,CSD,Georgian Bay,
3544002,044440,CSD,Gravenhurst,
3546,044500-044510-044520,CD,Haliburton,
3546024,,CSD,Dysart and Others,
3546005,,CSD,Highlands East,
3546015,,CSD,Minden Hills,
3546018,,CSD,Algonquin Highlands,
3547,045230,CD,Renfrew,
3547037,,CSD,Pikwakanagan (Golden Lake 39),
3547046,,CSD,Horton,
3547002,,CSD,Arnprior,
3547020,,CSD,"Brudenell, Lyndoch and Raglan",
3547030,,CSD,Madawaska Valley,
3547008,,CSD,Greater Madawaska,
3547075,,CSD,Laurentian Valley,
3547003,,CSD,McNab/Braeside,
3547048,045230,CSD,Renfrew,
3547035,,CSD,Bonnechere Valley,
3547076,045210,CSD,Petawawa,
3547098,,CSD,"Head, Clara and Maria",
3547064,045210,CSD,Pembroke,
3547090,,CSD,Laurentian Hills,
3547096,,CSD,Deep River,
3547070,,CSD,North Algona Wilberforce,
3547043,,CSD,Admaston/Bromley,
3547033,,CSD,"Killaloe, Hagarty and Richards",
3547056,,CSD,Whitewater Region,
3548,049810,CD,Nipissing,
3548022,,CSD,Calvin,
3548027,,CSD,Bonfield,
3548019,049820,CSD,Mattawan,
3548055,049810,CSD,West Nipissing / Nipissing Ouest,
3548072,,CSD,Bear Island 1,
3548044,049820,CSD,North Bay,
3548094,049810-049820,CSD,"Nipissing, Unorganized, North Part",
3548034,,CSD,East Ferris,
3548091,049810-049820,CSD,"Nipissing, Unorganized, South Part",
3548069,,CSD,Temagami,
3548073,049810-049820,CSD,Nipissing 10,
3548031,,CSD,Chisholm,
3548013,,CSD,Papineau-Cameron,
3548021,049820,CSD,Mattawa,
3548001,,CSD,South Algonquin,
3549,044420,CD,Parry Sound,
3549077,,CSD,Dokis 9,
3549018,,CSD,Kearney,
3549003,,CSD,Seguin,
3549036,044430,CSD,Carling,
3549056,,CSD,South River,
3549076,,CSD,French River 13,
3549031,,CSD,McDougall,
3549032,044420,CSD,Parry Sound,
3549066,,CSD,Callander,
3549096,044420,CSD,"Parry Sound, Unorganized, Centre Part",
3549039,,CSD,Whitestone,
3549024,,CSD,Ryerson,
3549014,,CSD,Perry,
3549095,044420,CSD,"Parry Sound, Unorganized, North East Part",
3549071,,CSD,Nipissing,
3549046,,CSD,Strong,
3549022,,CSD,Burk's Falls,
3549072,,CSD,Shawanaga 17,
3549043,,CSD,Magnetawan,
3549078,,CSD,Magnetewan 1,
3549005,,CSD,The Archipelago,
3549028,,CSD,McKellar,
3549051,,CSD,Joly,
3549019,,CSD,Armour,
3549012,,CSD,McMurrich/Monteith,
3549060,,CSD,Powassan,
3549048,,CSD,Sundridge,
3549075,,CSD,Henvey Inlet 2,
3549073,,CSD,Parry Island First Nation,
3549054,,CSD,Machar,
3551,049910-049920-049930,CD,Manitoulin,
3551094,049910-049920-049930,CSD,"Manitoulin, Unorganized, West Part",
3551045,,CSD,M'Chigeeng 22 (West Bay 22),
3551091,049910-049920-049930,CSD,"Manitoulin, Unorganized, Mainland",
3551040,,CSD,Whitefish River (Part) 4,
3551021,,CSD,Billings,
3551041,,CSD,Sucker Creek 23,
3551034,,CSD,Cockburn Island,
3551028,,CSD,Burpee and Mills,
3551027,,CSD,Gordon/Barrie Island,
3551100,,CSD,Zhiibaahaasing 19A (Cockburn Island 19A),
3551011,,CSD,Assiginack,
3551017,,CSD,Northeastern Manitoulin and the Islands,
3551043,,CSD,Wikwemikong Unceded,
3551042,,CSD,Sheguiandah 24,
3551044,,CSD,Sheshegwaning 20,
3551001,,CSD,Tehkummah,
3551036,,CSD,Killarney,
3551026,,CSD,Gore Bay,
3551006,,CSD,Central Manitoulin,
3552,049100,CD,Sudbury,
3552013,049100,CSD,Markstay-Warren,
3552054,049100,CSD,Duck Lake 76B,
3552028,049100,CSD,Baldwin,
3552023,049100,CSD,Sables-Spanish Rivers,
3552052,049100,CSD,Mattagami 71,
3552092,049100,CSD,Chapleau,
3552051,049100,CSD,Whitefish Lake 6,
3552031,049100,CSD,Nairn and Hyman,
3552093,049100,CSD,"Sudbury, Unorganized, North Part",
3552053,049100,CSD,Chapleau 74A,
3552026,049100,CSD,Espanola,
3552058,049100,CSD,Chapleau 75,
3552004,049100,CSD,St.-Charles,
3552001,049100,CSD,French River / Rivière des Français,
3553,049100,CD,Greater Sudbury / Grand Sudbury,
3553005,049100,CSD,Greater Sudbury / Grand Sudbury,
3553040,049100,CSD,Wahnapitei 11,
3554,,CD,Timiskaming,
3554094,,CSD,"Timiskaming, Unorganized, West Part",
3554042,,CSD,James,
3554044,,CSD,Charlton and Dack,
3554038,,CSD,Thornloe,
3554057,,CSD,Matachewan 72,
3554029,,CSD,Casey,
3554014,,CSD,Harris,
3554036,,CSD,Armstrong,
3554068,,CSD,Kirkland Lake,
3554034,,CSD,Hilliard,
3554052,,CSD,Englehart,
3554021,,CSD,Hudson,
3554006,,CSD,Latchford,
3554091,,CSD,"Timiskaming, Unorganized, East Part",
3554026,,CSD,Harley,
3554058,,CSD,McGarry,
3554049,,CSD,Evanturel,
3554054,,CSD,Chamberlain,
3554056,,CSD,Matachewan,
3554024,,CSD,Kerns,
3554008,,CSD,Cobalt,
3554066,,CSD,Gauthier,
3554062,,CSD,Larder Lake,
3554032,,CSD,Brethour,
3554020,,CSD,Temiskaming Shores,
3554001,,CSD,Coleman,
3556,049520,CD,Cochrane,
3556093,049310,CSD,Fort Albany (Part) 67,
3556095,,CSD,Constance Lake 92,
3556077,,CSD,Mattice-Val Côté,
3556073,,CSD,Opasatika,
3556056,,CSD,Moonbeam,
3556048,,CSD,Smooth Rock Falls,
3556098,049520,CSD,"Cochrane, Unorganized, South East Part",
3556070,,CSD,Val Rita-Harty,
3556102,,CSD,New Post 69A,
3556014,,CSD,Black River-Matheson,
3556076,,CSD,Hearst,
3556092,,CSD,"Cochrane, Unorganized, North Part",
3556027,049520,CSD,Timmins,
3556100,,CSD,Flying Post 73,
3556042,049520,CSD,Cochrane,
3556106,049320,CSD,Moosonee,
3556094,,CSD,Factory Island 1,
3556052,,CSD,Fauquier-Strickland,
3556066,,CSD,Kapuskasing,
3556031,,CSD,Iroquois Falls,
3556033,049510,CSD,Abitibi 70,
3556096,,CSD,Moose Factory 68,
3556091,049520,CSD,"Cochrane, Unorganized, South West Part",
3557,,CD,Algoma,
3557039,,CSD,Spanish,
3557001,,CSD,Jocelyn,
3557066,,CSD,Prince,
3557011,,CSD,Laird,
3557040,,CSD,North Shore,
3557026,,CSD,Thessalon 12,
3557004,,CSD,Hilton,
3557095,,CSD,"Algoma, Unorganized, North Part",
3557076,,CSD,Wawa,
3557075,,CSD,Rankin Location 15D,
3557016,,CSD,Johnson,
3557021,,CSD,Bruce Mines,
3557073,,CSD,Mississagi River 8,
3557028,,CSD,Thessalon,
3557041,,CSD,Elliot Lake,
3557074,,CSD,Garden River 14,
3557079,,CSD,Dubreuilville,
3557014,,CSD,Tarbutt and Tarbutt Additional,
3557091,,CSD,White River,
3557078,,CSD,Gros Cap 49,
3557038,,CSD,Blind River,
3557035,,CSD,Huron Shores,
3557072,,CSD,Serpent River 7,
3557094,,CSD,"Algoma, Unorganized, South East Part",
3557008,,CSD,St. Joseph,
3557096,,CSD,Hornepayne,
3557071,,CSD,Sagamok,
3557006,,CSD,Hilton Beach,
3557061,,CSD,Sault Ste. Marie,
3557051,,CSD,"Macdonald, Meredith and Aberdeen Additional",
3557019,,CSD,Plummer Additional,
3557077,,CSD,Goulais Bay 15A,
3558,048100,CD,Thunder Bay,
3558097,,CSD,Whitesand,
3558064,,CSD,Lake Helen 53A,
3558075,,CSD,Greenstone,
3558080,,CSD,Ojibway Nation of Saugeen (Savant Lake),
3558076,,CSD,Aroland 83,
3558077,,CSD,Lake Nipigon,
3558063,,CSD,Pays Plat 51,
3558051,,CSD,Schreiber,
3558028,,CSD,Shuniah,
3558085,,CSD,Osnaburgh 63A,
3558044,,CSD,Nipigon,
3558041,,CSD,Red Rock,
3558059,,CSD,Marathon,
3558019,,CSD,Conmee,
3558004,048100,CSD,Thunder Bay,
3558060,,CSD,Pic Mobert North,
3558016,,CSD,O'Connor,
3558069,,CSD,Rocky Bay 1,
3558011,,CSD,Oliver Paipoonge,
3558090,048100,CSD,"Thunder Bay, Unorganized",
3558068,,CSD,Long Lake 58,
3558065,,CSD,Gull River 55,
3558062,,CSD,Pic River 50,
3558067,,CSD,Ginoogaming First Nation,
3558066,,CSD,Manitouwadge,
3558034,,CSD,Dorion,
3558012,,CSD,Gillies,
3558061,,CSD,Pic Mobert South,
3558095,,CSD,Seine River 22A2,
3558054,,CSD,Terrace Bay,
3558100,,CSD,Lac des Mille Lacs 22A1,
3558001,,CSD,Neebing,
3558003,,CSD,Fort William 52,
3559,047510,CD,Rainy River,
3559031,,CSD,Morley,
3559068,047510-047520,CSD,Rainy Lake 17A,
3559001,,CSD,Atikokan,
3559026,,CSD,Manitou Rapids 11,
3559011,,CSD,Alberton,
3559090,047510,CSD,"Rainy River, Unorganized",
3559024,,CSD,Chapple,
3559065,,CSD,Seine River 23B,
3559062,,CSD,Agency 1,
3559048,,CSD,Sabaskong Bay (Part) 35C,
3559051,,CSD,Big Grassy River 35G,
3559063,,CSD,Couchiching 16A,
3559092,,CSD,Long Sault 12,
3559060,,CSD,Neguaguon Lake 25D,
3559069,047510-047520,CSD,Rainy Lake 17B,
3559066,,CSD,Seine River 23A,
3559012,047510,CSD,Fort Frances,
3559047,,CSD,Lake of the Woods,
3559064,,CSD,Rainy Lake 26A,
3559016,,CSD,La Vallee,
3559052,,CSD,Big Island Mainland 93,
3559053,,CSD,Saug-a-Gaw-Sing 1,
3559040,,CSD,Dawson,
3559042,,CSD,Rainy River,
3559019,047510,CSD,Emo,
3559061,047510-047520,CSD,Rainy Lake 18C,
3560,047310,CD,Kenora,
3560100,,CSD,Wawakapewin (Long Dog Lake),
3560071,,CSD,Sandy Lake 88,
3560059,,CSD,Weagamow Lake 87,
3560085,,CSD,Wunnumin 1,
3560053,042720,CSD,Fort Hope 64,
3560084,,CSD,Wabauskang 21,
3560082,,CSD,Shoal Lake (Part) 40,
3560067,,CSD,Poplar Hill,
3560005,,CSD,Whitefish Bay 33A,
3560097,,CSD,Muskrat Dam Lake,
3560051,042100,CSD,Attawapiskat 91A,
3560050,049310,CSD,Fort Albany (Part) 67,
3560061,,CSD,Wabaseemoong,
3560027,,CSD,Dryden,
3560075,,CSD,Kitchenuhmaykoosib Aaki 84 (Big Trout Lake),
3560104,,CSD,Kee-Way-Win,
3560093,,CSD,Neskantaga,
3560021,,CSD,Machin,
3560068,,CSD,Shoal Lake (Part) 39A,
3560064,,CSD,Shoal Lake 34B2,
3560032,,CSD,Ear Falls,
3560090,047310,CSD,"Kenora, Unorganized",
3560078,042200,CSD,Fort Severn 89,
3560076,,CSD,Sachigo Lake 1,
3560088,,CSD,Wapekeka 2,
3560086,,CSD,Summer Beaver,
3560070,,CSD,Deer Lake,
3560052,,CSD,Marten Falls 65,
3560055,,CSD,Osnaburgh 63B,
3560034,047220,CSD,Sioux Lookout,
3560024,,CSD,Eagle Lake 27,
3560083,,CSD,Whitefish Bay 34A,
3560081,,CSD,Lansdowne House,
3560095,,CSD,Bearskin Lake,
3560054,,CSD,Cat Lake 63C,
3560046,,CSD,Slate Falls,
3560004,,CSD,Whitefish Bay 32A,
3560063,,CSD,Sabaskong Bay 35D,
3560079,042710,CSD,Webequie,
3560080,,CSD,North Spirit Lake,
3560042,,CSD,Red Lake,
3560010,047310,CSD,Kenora,
3560008,047320,CSD,Sioux Narrows - Nestor Falls,
3560060,,CSD,Northwest Angle 33B,
3560096,,CSD,Kasabonika Lake,
3560102,,CSD,MacDowell Lake,
3560058,,CSD,English River 21,
3560089,,CSD,The Dalles 38C,
3560007,,CSD,Sabaskong Bay (Part) 35C,
3560091,042300,CSD,Peawanuck,
3560098,,CSD,Kingfisher Lake 1,
3560077,,CSD,Pikangikum 14,
3560049,,CSD,Pickle Lake,
3560056,,CSD,Lac Seul 28,
3560069,,CSD,Rat Portage 38A,
3560057,,CSD,Wabigoon Lake 27,
3560001,,CSD,Ignace,
3560065,,CSD,Lake Of The Woods 37,
3560066,047310,CSD,Kenora 38B,
24,030000,PT,Québec,
2401,036800,CD,,
2401023,036800,CSD,Les Îles-de-la-Madeleine,
2401042,,CSD,Grosse-Île,
2402,035800-035820,CD,,
2402005,035800-035820,CSD,Percé,
2402010,,CSD,Sainte-Thérèse-de-Gaspé,
2402015,033100,CSD,Grande-Rivière,
2402028,,CSD,Chandler,
2402047,,CSD,Port-Daniel - Gascons,
2402902,,CSD,Mont-Alexandre,
2403,035800-035810,CD,,
2403005,035800-035810,CSD,Gaspé,
2403010,,CSD,Cloridorme,
2403015,,CSD,Petite-Vallée,
2403020,,CSD,Grande-Vallée,
2403025,,CSD,Murdochville,
2403902,,CSD,Rivière-Saint-Jean,
2403904,,CSD,Collines-du-Basque,
2404,,CD,,
2404005,,CSD,Sainte-Madeleine-de-la-Rivière-Madeleine,
2404010,,CSD,Saint-Maxime-du-Mont-Louis,
2404015,,CSD,Mont-Saint-Pierre,
2404020,,CSD,Rivière-à-Claude,
2404025,,CSD,Marsoui,
2404030,,CSD,La Martre,
2404037,,CSD,Sainte-Anne-des-Monts,
2404047,,CSD,Cap-Chat,
2404902,,CSD,Mont-Albert,
2404904,,CSD,Coulée-des-Adolphe,
2405,,CD,,
2405010,,CSD,Shigawake,
2405015,,CSD,Saint-Godefroi,
2405020,,CSD,Hope Town,
2405025,,CSD,Hope,
2405032,,CSD,Paspébiac,
2405040,,CSD,New Carlisle,
2405045,,CSD,Bonaventure,
2405050,,CSD,Saint-Elzéar,
2405055,,CSD,Saint-Siméon,
2405060,,CSD,Caplan,
2405065,,CSD,Saint-Alphonse,
2405070,,CSD,New Richmond,
2405077,,CSD,Cascapédia - Saint-Jules,
2405902,,CSD,Rivière-Bonaventure,
2406,,CD,,
2406005,,CSD,Maria,
2406013,,CSD,Carleton-sur-Mer,
2406020,,CSD,Nouvelle,
2406025,,CSD,Escuminac,
2406030,,CSD,Pointe-à-la-Croix,
2406035,,CSD,Ristigouche-Partie-Sud-Est,
2406040,,CSD,Saint-André-de-Restigouche,
2406045,,CSD,Matapédia,
2406050,,CSD,Saint-Alexis-de-Matapédia,
2406055,,CSD,Saint-François-d'Assise,
2406060,,CSD,L'Ascension-de-Patapédia,
2406802,,CSD,Gesgapegiag,
2406804,,CSD,Listuguj,
2406902,,CSD,Rivière-Nouvelle,
2406904,,CSD,Ruisseau-Ferguson,
2407,,CD,,
2407005,,CSD,Sainte-Marguerite-Marie,
2407010,,CSD,Sainte-Florence,
2407018,,CSD,Causapscal,
2407025,,CSD,Albertville,
2407030,,CSD,Saint-Léon-le-Grand,
2407035,,CSD,Saint-Zénon-du-Lac-Humqui,
2407040,,CSD,Sainte-Irène,
2407047,,CSD,Amqui,
2407057,,CSD,Lac-au-Saumon,
2407065,,CSD,Saint-Alexandre-des-Lacs,
2407070,,CSD,Saint-Tharcisius,
2407075,,CSD,Saint-Vianney,
2407080,,CSD,Val-Brillant,
2407085,,CSD,Sayabec,
2407090,,CSD,Saint-Cléophas,
2407095,,CSD,Saint-Moïse,
2407100,,CSD,Saint-Noël,
2407105,,CSD,Saint-Damase,
2407902,,CSD,Routhierville,
2407904,,CSD,Rivière-Vaseuse,
2407906,,CSD,Rivière-Patapédia-Est,
2407908,,CSD,Lac-Casault,
2407910,,CSD,Ruisseau-des-Mineurs,
2407912,,CSD,Lac-Alfred,
2407914,,CSD,Lac-Matapédia,
2408,,CD,,
2408005,,CSD,Les Méchins,
2408010,,CSD,Saint-Jean-de-Cherbourg,
2408015,,CSD,Grosses-Roches,
2408023,,CSD,Sainte-Félicité,
2408030,,CSD,Saint-Adelme,
2408035,,CSD,Saint-René-de-Matane,
2408040,,CSD,Sainte-Paule,
2408053,,CSD,Matane,
2408065,,CSD,Saint-Léandre,
2408073,,CSD,Saint-Ulric,
2408080,,CSD,Baie-des-Sables,
2408902,,CSD,Rivière-Bonjour,
2409,,CD,,
2409005,,CSD,La Rédemption,
2409010,,CSD,Saint-Charles-Garnier,
2409015,,CSD,Les Hauteurs,
2409020,,CSD,Sainte-Jeanne-d'Arc,
2409025,,CSD,Saint-Gabriel-de-Rimouski,
2409030,032120,CSD,Saint-Donat,
2409035,,CSD,Sainte-Angèle-de-Mérici,
2409040,,CSD,Padoue,
2409048,,CSD,Métis-sur-Mer,
2409055,,CSD,Saint-Octave-de-Métis,
2409060,,CSD,Grand-Métis,
2409065,,CSD,Price,
2409070,,CSD,Saint-Joseph-de-Lepage,
2409077,,CSD,Mont-Joli,
2409085,,CSD,Sainte-Flavie,
2409092,,CSD,Sainte-Luce,
2409902,,CSD,Lac-des-Eaux-Mortes,
2409904,,CSD,Lac-à-la-Croix,
2410,,CD,,
2410005,,CSD,Esprit-Saint,
2410010,,CSD,La Trinité-des-Monts,
2410015,,CSD,Saint-Narcisse-de-Rimouski,
