CAPCP Geocodes,EC CLC,UU Scale,UU Name,don't touch this tab
0,000000,N,All of Canada,(ignore it)
00,000000,N,All of Canada,
001,001100,WB,Pacific Waters,
00111,001110,WBD,Juan de Fuca Strait,
00112,001120,WBD,Haro Strait,
00113,001130,WBD,Strait of Georgia,
00114,001140,WBD,Howe Sound,
00115,001150,WBD,Johnstone Strait,
00116,001160,WBD,Queen Charlotte Strait,
00117,001170,WBD,West Coast Vancouver Island North,
00118,001180,WBD,West Coast Vancouver Island South,
00121,001210,WBD,Queen Charlotte Sound,
00122,001220,WBD,Central Coast from McInnes Island to Pine Island,
00123,001230,WBD,Douglas Channel,
00124,001240,WBD,Hecate Strait,
00125,001250,WBD,Dixon Entrance East,
00126,001260,WBD,Dixon Entrance West,
00127,001270,WBD,West Coast Haida Gwaii,
00128,001280,WBD,North Coast Channels,
00131,001310,WBD,Bowie,
00132,001320,WBD,Explorer,
002,002200,WB,Great Lakes,
00221,002210,WBD,Lake Erie,
00231,002310,WBD,Lake St. Clair,
00241,002410,WBD,Lake Huron,
00251,002510,WBD,Georgian Bay,
00261,002610,WBD,North Channel,
00271,002710,WBD,Whitefish Bay,
00281,002810,WBD,Lake Superior,
00291,002910,WBD,Lake Ontario,
003,003000,WB,Atlantic Waters,
00311,003110,WBD,Tadoussac to Pointe-des-Monts,
00312,003120,WBD,Pointe-des-Monts to Anticosti,
00314,003140,WBD,Anticosti,
00315,003150,WBD,Chaleur - Miscou,
00316,003160,WBD,Gulf - Magdalen,
00317,003170,WBD,Northumberland Strait,
00321,003210,WBD,Fundy,
00322,003220,WBD,Grand Manan,
00323,003230,WBD,Lurcher,
00324,003240,WBD,Browns Bank,
00325,003250,WBD,Georges Bank,
00326,003260,WBD,Southwestern Shore,
00327,003270,WBD,LaHave Bank,
00328,003280,WBD,West Scotian Slope,
00329,003290,WBD,Halifax Harbour and Approaches,
00331,003310,WBD,Cabot Strait,
00332,003320,WBD,Fourchu,
00333,003330,WBD,Eastern Shore,
00334,003340,WBD,Sable,
00335,003350,WBD,East Scotian Slope,
00336,003360,WBD,Southwest Coast,
00337,003370,WBD,Banquereau,
00338,003380,WBD,Laurentian Fan,
00341,003410,WBD,Strait of Belle Isle,
00342,003420,WBD,Northeast Gulf,
00343,003430,WBD,Gulf - Port au Port,
00344,003440,WBD,Northeast Coast,
00345,003450,WBD,East Coast,
00346,003460,WBD,South Coast,
00347,003470,WBD,Southwestern Grand Banks,
00351,003510,WBD,South Labrador Coast,
00352,003520,WBD,Belle Isle Bank,
00353,003530,WBD,Funk Island Bank,
00354,003540,WBD,Northern Grand Banks,
00355,003550,WBD,Southeastern Grand Banks,
00356,003560,WBD,Southeast Labrador Sea,
00357,003570,WBD,Flemish,
00358,003580,WBD,Tail of the Grand Banks,
00361,003610,WBD,North Labrador Coast,
00362,003620,WBD,Mid Labrador Coast,
00363,003630,WBD,Northwest Labrador Sea,
00364,003640,WBD,South Labrador Sea,
00365,003650,WBD,East Labrador Sea,
00364,003640,WBD,South Labrador Sea,
004,004000,WB,Inland Waters (Eastern Canada),
00411,004110,WBD,Lake Melville,
00421,004210,WBD,Bras d'Or Lakes,
00431,004310,WBD,Saguenay to Tadoussac,
00432,004320,WBD,Lake Saint-Jean,
00441,004410,WBD,L'Isle-aux-Coudres to Tadoussac,
00442,004420,WBD,St. Lawrence River - Donnacona to L'Isle-aux-Coudres,
00443,004430,WBD,St. Lawrence River - Trois-Rivières to Donnacona,
00444,004440,WBD,St. Lawrence River - Montréal to Trois-Rivières,
00445,004450,WBD,St. Lawrence River - Cornwall to Montréal,
00446,004460,WBD,St. Lawrence River - Prescott to Cornwall,
00447,004470,WBD,St. Lawrence River - Kingston to Prescott,
00471,004710,WBD,Lake Simcoe,
00472,004720,WBD,Lake Nipissing,
00481,004810,WBD,Lake Nipigon,
00483,004830,WBD,Albany River,
00484,004840,WBD,Big Trout Lake,
00485,004850,WBD,Severn River,
00473,004730,WBD,Lake Abitibi,
00484,004840,WBD,Big Trout Lake,
00412,004120,WBD,Meelpaeg Lake,
00433,004330,WBD,La Grande River,
00436,004360,WBD,Robert-Bourassa Reservoir,
00435,004350,WBD,La Grande 3 Reservoir,
00486,004860,WBD,Seul Lake,
00413,004130,WBD,Smallwood Reservoir,
00434,004340,WBD,Caniapiscau Reservoir,
00437,004370,WBD,Mistassini Lake,
005,005000,WB,Hudson Bay and Baffin Island Waters,
00511,005110,WBD,Prince Charles,
00512,005120,WBD,East Foxe,
00513,005130,WBD,West Foxe,
00514,005140,WBD,Igloolik,
00521,005210,WBD,Nottingham,
00522,005220,WBD,Resolution,
00523,005230,WBD,Ungava,
00531,005310,WBD,Puvirnituq,
00532,005320,WBD,Belcher,
00533,005330,WBD,James Bay,
00541,005410,WBD,South-central Hudson,
00542,005420,WBD,South Hudson,
00543,005430,WBD,York,
00551,005510,WBD,Arviat,
00552,005520,WBD,Churchill,
00553,005530,WBD,Central,
00554,005540,WBD,Coats,
00561,005610,WBD,Roes Welcome,
00562,005620,WBD,Rankin,
00563,005630,WBD,Chesterfield Inlet,
006,006000,WB,Northeastern Arctic Waters,
00611,006110,WBD,Robeson,
00612,006120,WBD,Kane,
00613,006130,WBD,Clarence,
00614,006140,WBD,East Baffin,
00615,006150,WBD,East Clyde,
00616,006160,WBD,West Clyde,
00617,006170,WBD,West Baffin,
00618,006180,WBD,Pond,
00621,006210,WBD,East Davis,
00622,006220,WBD,East Brevoort,
00623,006230,WBD,Central Brevoort,
00624,006240,WBD,West Brevoort,
00625,006250,WBD,Frobisher Bay,
00626,006260,WBD,Cumberland,
00627,006270,WBD,West Davis,
00631,006310,WBD,Lancaster,
00632,006320,WBD,Navy Board,
00633,006330,WBD,Admiralty,
00634,006340,WBD,Committee,
00635,006350,WBD,Boothia,
00636,006360,WBD,Regent,
00641,006410,WBD,Barrow,
00642,006420,WBD,Peel,
00643,006430,WBD,St. Roch,
00644,006440,WBD,Maud,
00645,006450,WBD,Larsen,
00646,006460,WBD,McClintock,
00651,006510,WBD,Dease,
00652,006520,WBD,Bathurst,
00653,006530,WBD,Coronation,
00654,006540,WBD,Dolphin,
00655,006550,WBD,Amundsen,
00656,006560,WBD,Holman,
00657,006570,WBD,Prince of Wales,
00661,006610,WBD,Rae,
00662,006620,WBD,Melville,
00663,006630,WBD,McClure,
00664,006640,WBD,Liddon,
00665,006650,WBD,Fitzwilliam,
00666,006660,WBD,Griper,
00667,006670,WBD,Ballantyne,
00668,006680,WBD,Wilkins,
00671,006710,WBD,Peary,
00672,006720,WBD,Hassel,
00673,006730,WBD,Maclean,
00674,006740,WBD,Queens,
00675,006750,WBD,Byam,
00676,006760,WBD,Hazen,
00677,006770,WBD,Gustaf,
00681,006810,WBD,Greely,
00682,006820,WBD,Eureka,
00683,006830,WBD,Jones,
00684,006840,WBD,Norwegian,
00685,006850,WBD,Massey,
00686,006860,WBD,South Sverdrup,
00687,006870,WBD,North Sverdrup,
00688,006880,WBD,Nansen,
007,007000,WB,Western Arctic Waters,
00711,007110,WBD,CZ1,
00712,007120,WBD,CY3,
00713,007130,WBD,CX5,
00714,007140,WBD,CX4,
00715,007150,WBD,CX3,
00716,007160,WBD,CX2,
00717,007170,WBD,CX1,
00718,007180,WBD,CY1,
00719,007190,WBD,CY2,
00721,007210,WBD,CW6,
00722,007220,WBD,CV7,
00723,007230,WBD,CV6,
00731,007310,WBD,CW5,
00732,007320,WBD,Alert,
00733,007330,WBD,Bartlett,
00734,007340,WBD,Ward Hunt,
00735,007350,WBD,Ellesmere,
00736,007360,WBD,South Axel Heiberg,
00737,007370,WBD,Axel Heiberg,
00738,007380,WBD,CW4,
00741,007410,WBD,Prince Patrick,
00742,007420,WBD,Brock,
00743,007430,WBD,South Prince Patrick,
00744,007440,WBD,CT4,
00745,007450,WBD,CU4,
00746,007460,WBD,CU3,
00751,007510,WBD,CW3,
00752,007520,WBD,CV5,
00753,007530,WBD,Ellef Ringnes,
00754,007540,WBD,South Ellef Ringnes,
00755,007550,WBD,Borden,
00756,007560,WBD,North Prince Patrick,
00757,007570,WBD,CV4,
00758,007580,WBD,CV3,
00759,007590,WBD,CW2,
00761,007610,WBD,CW1,
00762,007620,WBD,CV2,
00763,007630,WBD,CU2,
00764,007640,WBD,CT3,
00765,007650,WBD,CT2,
00766,007660,WBD,CT1,
00767,007670,WBD,CU1,
00768,007680,WBD,CV1,
00771,007710,WBD,Prince Alfred,
00772,007720,WBD,Banks,
00773,007730,WBD,Baillie,
00781,007810,WBD,West Prince Alfred,
00782,007820,WBD,North Tuktoyaktuk,
00783,007830,WBD,Tuktoyaktuk,
00784,007840,WBD,Yukon Coast,
00785,007850,WBD,Mackenzie,
00786,007860,WBD,North Mackenzie,
00787,007870,WBD,Northwest Beaufort,
008,008000,WB,Inland Waters (Western Canada),
00811,008110,WBD,Mackenzie River,
00821,008210,WBD,Great Bear Lake,
00822,008220,WBD,Eskimo Lakes,
00831,008310,WBD,Great Slave Lake,
00832,008320,WBD,Baker,
00841,008410,WBD,Lake Athabasca,
00851,008510,WBD,Reindeer Lake,
00861,008610,WBD,Cedar Lake,
00862,008620,WBD,Lake Winnipegosis,
00863,008630,WBD,Lake Winnipeg,
00864,008640,WBD,Lake Manitoba,
00871,008710,WBD,Fraser River Waterways,
00812,008120,WBD,Anderson River,
00813,008130,WBD,Horton River,
00814,008140,WBD,Liard River,
00815,008150,WBD,Pelly River,
00816,008160,WBD,Yukon River,
00842,008420,WBD,Athabasca River,
00843,008430,WBD,North Saskatchewan River,
00844,008440,WBD,Peace River,
00845,008450,WBD,South Saskatchewan River,
00846,008460,WBD,Old Wives Lake,
00847,008470,WBD,Big Quill Lake,
00848,008480,WBD,Lesser Slave Lake,
00849,008490,WBD,Utikuma Lake,
00852,008520,WBD,Churchill River,
00853,008530,WBD,Nelson River,
00854,008540,WBD,Red River,
00855,008550,WBD,Saskatchewan River,
00856,008560,WBD,Lac la Ronge,
00865,008650,WBD,Dauphin Lake,
00866,008660,WBD,Swan Lake,
00867,008670,WBD,Lake St. Martin,
00868,008680,WBD,Red Deer Lake,
00872,008720,WBD,Columbia Riverr,
00873,008730,WBD,Fraser River,
00874,008740,WBD,Kootenay River,
00833,008330,WBD,Slave River,
00881,008810,WBD,Gods Lake,
00886,008860,WBD,Island Lake,
00834,008340,WBD,Dubawnt Lake,
00857,008570,WBD,Wollaston Lake,
00883,008830,WBD,North Moose Lake,
00885,008850,WBD,South Moose Lake,
00869,008690,WBD,Playgreen Lake,
00882,008820,WBD,Little Playgreen Lake,
00884,008840,WBD,Pipestone Lake,
00887,008870,WBD,Cross Lake,
00888,008880,WBD,Kiskittogisu Lake,
00889,008890,WBD,Kiskitto Lake,
59,080000,PT,British Columbia,
5901,084300-084400-084500-085600,CD,East Kootenay,
5901022,084510,CSD,Cranbrook,
5901805,,CSD,Cassimayooks (Mayook) 5,
5901012,,CSD,Fernie,
5901040,,CSD,Radium Hot Springs,
5901006,,CSD,Sparwood,
5901801,,CSD,Tobacco Plains 2,
5901804,085200-085400-085500,CSD,Columbia Lake 3,
5901039,084520,CSD,Invermere,
5901003,,CSD,Elkford,
5901028,,CSD,Kimberley,
5901043,,CSD,Canal Flats,
5901037,084300-084400-084500-085600,CSD,East Kootenay E,
5901035,084300-084400-084500-085600,CSD,East Kootenay C,
5901019,084300-084400-084500-085600,CSD,East Kootenay B,
5901048,084300-084400-084500-085600,CSD,East Kootenay G,
5901046,084300-084400-084500-085600,CSD,East Kootenay F,
5901803,084300-084400-084500-085600,CSD,Kootenay 1,
5901802,,CSD,Isidore's Ranch 4,
5901806,083600,CSD,Shuswap,
5901017,084300-084400-084500-085600,CSD,East Kootenay A,
5903,084300-084400-084500-085600,CD,Central Kootenay,
5903019,,CSD,Slocan,
5903010,084300-084400-084500-085600,CSD,Central Kootenay A,
5903011,,CSD,Salmo,
5903017,084300-084400-084500-085600,CSD,Central Kootenay C,
5903052,084300-084400-084500-085600,CSD,Central Kootenay H,
5903032,,CSD,New Denver,
5903015,,CSD,Nelson,
5903013,084300-084400-084500-085600,CSD,Central Kootenay B,
5903058,084300-084400-084500-085600,CSD,Central Kootenay J,
5903004,,CSD,Creston,
5903047,084300-084400-084500-085600,CSD,Central Kootenay G,
5903023,,CSD,Kaslo,
5903041,084300-084400-084500-085600,CSD,Central Kootenay E,
5903056,084300-084400-084500-085600,CSD,Central Kootenay I,
5903039,084300-084400-084500-085600,CSD,Central Kootenay D,
5903050,,CSD,Nakusp,
5903027,,CSD,Silverton,
5903045,,CSD,Castlegar,
5903807,,CSD,Creston 1,
5903060,084300-084400-084500-085600,CSD,Central Kootenay K,
5903043,084300-084400-084500-085600,CSD,Central Kootenay F,
5905,084200-084300-084400-084500-085600,CD,Kootenay Boundary,
5905037,,CSD,Midway,
5905042,,CSD,Greenwood,
5905018,,CSD,Warfield,
5905052,084200-084300-084400-084500-085600,CSD,Kootenay Boundary D,
5905050,084200-084300-084400-084500-085600,CSD,Kootenay Boundary C,
5905023,,CSD,Rossland,
5905030,084200-084300-084400-084500-085600,CSD,Kootenay Boundary B,
5905014,,CSD,Trail,
5905026,084200-084300-084400-084500-085600,CSD,Kootenay Boundary A,
5905054,084200-084300-084400-084500-085600,CSD,Kootenay Boundary E,
5905005,,CSD,Fruitvale,
5905009,,CSD,Montrose,
5905032,,CSD,Grand Forks,
5907,083400-083500,CD,Okanagan-Similkameen,
5907807,,CSD,Chuchuwayha 2,
5907041,083530,CSD,Penticton,
5907049,083400-083500,CSD,Okanagan-Similkameen E,
5907809,,CSD,Ashnola 10,
5907028,083400-083500,CSD,Okanagan-Similkameen C,
5907802,,CSD,Osoyoos 1,
5907053,083400-083500,CSD,Okanagan-Similkameen G,
5907024,,CSD,Princeton,
5907805,,CSD,Chopaka 7 & 8,
5907035,,CSD,Summerland,
5907801,083400,CSD,Lower Similkameen 2,
5907803,083530,CSD,Penticton 1,
5907047,083400-083500,CSD,Okanagan-Similkameen D,
5907806,,CSD,Blind Creek 6,
5907051,083400-083500,CSD,Okanagan-Similkameen F,
5907009,,CSD,Keremeos,
5907808,,CSD,Alexis 9,
5907026,083400-083500,CSD,Okanagan-Similkameen B,
5907014,,CSD,Oliver,
5907055,083400-083500,CSD,Okanagan-Similkameen H,
5907022,083400-083500,CSD,Okanagan-Similkameen A,
5907005,,CSD,Osoyoos,
5909,082710-082720,CD,Fraser Valley,
5909804,,CSD,Chawathil 4,
5909814,,CSD,Skawahlook 1,
5909834,,CSD,Tseatah 2,
5909823,,CSD,Skowkale 11,
5909848,,CSD,Tipella 7,
5909852,,CSD,Baptiste Smith 1A,
5909855,,CSD,Sachteen 2,
5909817,,CSD,Tuckkwiowhum 1,
5909833,,CSD,Scowlitz 1,
5909832,,CSD,Seabird Island,
5909837,,CSD,Cheam 1,
5909881,,CSD,Skweahm 10,
5909843,,CSD,Peters 1,
5909826,,CSD,Skway 5,
5909877,,CSD,Upper Sumas 6,
5909822,,CSD,Skowkale 10,
5909831,,CSD,Yakweakwioose 12,
5909860,,CSD,Sachteen 2A,
5909805,,CSD,Inkahtsaph 6,
5909836,,CSD,Boston Bar 1A,
5909809,,CSD,Saddle Rock 9,
5909062,082710-082720,CSD,Fraser Valley G,
5909879,,CSD,Holachten 8,
5909064,082710-082720,CSD,Fraser Valley H,
5909821,,CSD,Kwawkwawapilt 6,
5909875,,CSD,Baptiste Smith 1B,
5909815,,CSD,Speyum 3,
5909806,,CSD,Kopchitchin 2,
5909812,,CSD,Schkam 2,
5909828,,CSD,Squiaala 7,
5909827,,CSD,Soowahlie 14,
5909048,082710-082720,CSD,Fraser Valley C,
5909845,,CSD,Skookumchuck 4,
5909847,,CSD,Bucktum 4,
5909056,,CSD,Mission,
5909818,,CSD,Yale Town 1,
5909876,,CSD,Albert Flat 5,
5909808,,CSD,Puckatholetchin 11,
5909009,,CSD,Hope,
5909810,,CSD,Lukseetsissum 9,
5909880,,CSD,Lakahahmen 11,
5909016,082710-082720,CSD,Fraser Valley B,
5909825,,CSD,Skwali 3,
5909824,,CSD,Skwah 4,
5909849,,CSD,Skwahla 2,
5909807,,CSD,Ohamil 1,
5909841,,CSD,Stullawheets 8,
5909842,,CSD,Douglas 8,
5909819,,CSD,Kahmoose 4,
5909839,,CSD,Chehalis 5,
5909882,,CSD,Squawkum Creek 3,
5909027,,CSD,Harrison Hot Springs,
5909844,,CSD,Popkum 1,
5909830,,CSD,Tzeachten 13,
5909036,082710-082720,CSD,Fraser Valley E,
5909838,,CSD,Schelowat 1,
5909034,082710-082720,CSD,Fraser Valley D,
5909835,,CSD,Aitchelitch 9,
5909014,082710-082720,CSD,Fraser Valley A,
5909816,,CSD,Spuzzum 1,
5909020,082720,CSD,Chilliwack,
5909032,,CSD,Kent,
5909878,,CSD,Matsqui Main 2,
5909829,,CSD,Squiaala 8,
5909060,082710-082720,CSD,Fraser Valley F,
5909052,082710,CSD,Abbotsford,
5915,081200-081300-081400-081500-082600,CD,Greater Vancouver,
5915051,081200,CSD,North Vancouver,
5915816,,CSD,McMillan Island 6,
5915811,,CSD,Seymour Creek 2,
5915034,,CSD,Coquitlam,
5915809,,CSD,Barnston Island 3,
5915840,,CSD,Whonnock 1,
5915825,,CSD,Matsqui 4,
5915029,,CSD,New Westminster,
5915039,,CSD,Port Coquitlam,
5915055,081400,CSD,West Vancouver,
5915808,,CSD,Capilano 5,
5915807,,CSD,Mission 1,
5915803,,CSD,Musqueam 2,
5915810,,CSD,Musqueam 4,
5915802,,CSD,Tsawwassen,
5915002,,CSD,Langley,
5915801,,CSD,Semiahmoo,
5915025,,CSD,Burnaby,
5915004,,CSD,Surrey,
5915015,,CSD,Richmond,
5915043,,CSD,Port Moody,
5915075,,CSD,Maple Ridge,
5915804,,CSD,Coquitlam 2,
5915835,,CSD,Langley 5,
5915036,,CSD,Belcarra,
5915830,,CSD,Katzie 1,
5915020,,CSD,Greater Vancouver A,
5915070,,CSD,Pitt Meadows,
5915805,,CSD,Coquitlam 1,
5915001,,CSD,Langley,
5915007,,CSD,White Rock,
5915011,,CSD,Delta,
5915046,081200,CSD,North Vancouver,
5915022,082600,CSD,Vancouver,
5915038,,CSD,Anmore,
5915806,,CSD,Burrard Inlet 3,
5915813,,CSD,Katzie 2,
5915065,,CSD,Lions Bay,
5915062,,CSD,Bowen Island,
5917,,CD,Capital,
5917817,,CSD,T'Sou-ke 1 (Sooke 1),
5917815,,CSD,Gordon River 2,
5917010,,CSD,Sidney,
5917015,,CSD,Central Saanich,
5917040,,CSD,Esquimalt,
5917005,,CSD,North Saanich,
5917042,,CSD,Metchosin,
5917809,,CSD,Becher Bay 1,
5917041,,CSD,Colwood,
5917056,,CSD,Capital H (Part 2),
5917803,,CSD,East Saanich 2,
5917044,,CSD,Langford,
5917818,,CSD,T'Sou-ke 2 (Sooke 2),
5917805,,CSD,Galiano Island 9,
5917029,,CSD,Capital G,
5917021,,CSD,Saanich,
5917811,,CSD,Esquimalt,
5917027,,CSD,Capital F,
5917804,,CSD,South Saanich 1,
5917052,,CSD,Sooke,
5917049,,CSD,Highlands,
5917812,,CSD,New Songhees 1A,
5917054,,CSD,Capital H (Part 1),
5917034,081600,CSD,Victoria,
5917802,,CSD,Union Bay 4,
5917801,,CSD,Cole Bay 3,
5917047,,CSD,View Royal,
5917030,,CSD,Oak Bay,
5919,,CD,Cowichan Valley,
5919814,,CSD,Malachan 11,
5919807,,CSD,Cowichan 1,
5919809,,CSD,Kuper Island 7,
5919051,,CSD,Cowichan Valley E,
5919820,,CSD,Est-Patrolas 4,
5919043,,CSD,Cowichan Valley A,
5919815,,CSD,Malahat 11,
5919033,,CSD,Cowichan Valley F,
5919804,,CSD,Chemainus 13,
5919812,,CSD,Cowichan Lake,
5919035,,CSD,Cowichan Valley I,
5919015,,CSD,Cowichan Valley G,
5919802,,CSD,Squaw-hay-one 11,
5919803,,CSD,Tsussie 6,
5919816,,CSD,Oyster Bay 12,
5919801,,CSD,Halalt 2,
5919021,,CSD,Ladysmith,
5919811,,CSD,Shingle Point 4,
5919817,,CSD,Portier Pass 5,
5919013,,CSD,Cowichan Valley D,
5919046,,CSD,Cowichan Valley B,
5919818,,CSD,Theik 2,
5919808,,CSD,Kil-pah-las 3,
5919049,,CSD,Cowichan Valley C,
5919016,,CSD,Lake Cowichan,
5919017,,CSD,Cowichan Valley H,
5919806,,CSD,Cowichan 9,
5919821,,CSD,Tzart-Lam 5,
5919012,,CSD,Duncan,
5919008,,CSD,North Cowichan,
5921,,CD,Nanaimo,
5921014,,CSD,Nanaimo B,
5921806,,CSD,Qualicum,
5921032,,CSD,Nanaimo F,
5921007,,CSD,Nanaimo,
5921010,,CSD,Nanaimo A,
5921016,,CSD,Nanaimo C,
5921018,,CSD,Parksville,
5921805,,CSD,Nanoose,
5921804,,CSD,Nanaimo Town 1,
5921801,,CSD,Nanaimo River 3,
5921023,,CSD,Qualicum Beach,
5921034,,CSD,Nanaimo G,
5921036,,CSD,Nanaimo H,
5921030,,CSD,Nanaimo E,
5921802,,CSD,Nanaimo River 2,
5921803,,CSD,Nanaimo River 4,
5921008,,CSD,Lantzville,
5923,,CD,Alberni-Clayoquot,
5923049,,CSD,Alberni-Clayoquot C,
5923806,,CSD,Hesquiat 1,
5923808,,CSD,Marktosis 15,
5923824,,CSD,Refuge Cove 6,
5923825,,CSD,Tin Wis 11,
5923822,,CSD,Klehkoot 2,
5923810,,CSD,Macoah 1,
5923816,,CSD,Tsahaheh 1,
5923047,,CSD,Alberni-Clayoquot A,
5923813,,CSD,Opitsat 1,
5923025,,CSD,Tofino,
5923033,,CSD,Alberni-Clayoquot B,
5923019,,CSD,Ucluelet,
5923802,,CSD,Alberni 2,
5923801,,CSD,Ahahswinis 1,
5923804,,CSD,Clakamucus 2,
5923803,,CSD,Anacla 12,
5923809,,CSD,Numukamis 1,
5923805,,CSD,Elhlateese 2,
5923008,,CSD,Port Alberni,
5923814,,CSD,Sachsa 4,
5923035,,CSD,Alberni-Clayoquot D,
5923823,,CSD,Esowista 3,
5923037,,CSD,Alberni-Clayoquot E,
5923039,,CSD,Alberni-Clayoquot F,
5923807,,CSD,Ittatsoo 1,
5924,,CD,Strathcona,
5924806,,CSD,Houpsitas 6,
5924805,,CSD,Chenahkint 12,
5924052,,CSD,Strathcona B,
5924025,,CSD,Gold River,
5924812,,CSD,Quinsam 12,
5924813,,CSD,Village Island 1,
5924835,,CSD,Tsa Xana 18,
5924804,,CSD,Campbell River 11,
5924034,,CSD,Campbell River,
5924048,,CSD,Strathcona A,
5924042,,CSD,Strathcona D (Oyster Bay - Buttle Lake),
5924840,,CSD,Homalco 9,
5924814,,CSD,Yuquot 1,
5924817,,CSD,Cape Mudge 10,
5924030,,CSD,Tahsis,
5924803,,CSD,Ahaminaquus 12,
5924054,,CSD,Strathcona C,
5924833,,CSD,Oclucje 7,
5924039,,CSD,Sayward,
5924836,,CSD,Ehatis 11,
5924029,,CSD,Zeballos,
5924818,,CSD,Squirrel Cove 8,
5924820,,CSD,Tork 7,
5926,,CD,Comox Valley,
5926022,,CSD,Comox Valley B (Lazo North),
5926801,,CSD,Comox 1,
5926014,,CSD,Cumberland,
5926021,,CSD,Comox Valley A,
5926024,,CSD,Comox Valley C (Puntledge - Black Creek),
5926010,,CSD,Courtenay,
5926802,,CSD,Pentledge 2,
5926005,,CSD,Comox,
5927,,CD,Powell River,
5927018,,CSD,Powell River D,
5927806,,CSD,Sechelt (Part),
5927012,,CSD,Powell River B,
5927020,,CSD,Powell River E,
5927008,,CSD,Powell River,
5927016,,CSD,Powell River C,
5927802,,CSD,Sliammon 1,
5927010,,CSD,Powell River A,
5929,082300,CD,Sunshine Coast,
5929005,,CSD,Gibsons,
5929801,,CSD,Chekwelp 26,
5929011,,CSD,Sechelt,
5929803,,CSD,Sechelt (Part),
5929018,082300,CSD,Sunshine Coast A,
5929028,082300,CSD,Sunshine Coast F,
5929026,082300,CSD,Sunshine Coast E,
5929022,082300,CSD,Sunshine Coast B,
5929024,082300,CSD,Sunshine Coast D,
5931,,CD,Squamish-Lillooet,
5931826,,CSD,Necait 6,
5931026,,CSD,Lillooet,
5931823,,CSD,McCartney's Flat 4,
5931832,,CSD,Towinock 2,
5931806,,CSD,Seaichem 16,
5931807,,CSD,Stawamus 24,
5931816,,CSD,Fountain  1,
5931840,,CSD,Nequatque 2,
5931034,,CSD,Squamish-Lillooet B,
5931837,,CSD,Mount Currie  8,
5931813,,CSD,Bridge River 1,
5931817,,CSD,Fountain  3,
5931809,,CSD,Yekwaupsum 18,
5931842,,CSD,Fountain  1B,
5931811,,CSD,Mount Currie  2,
5931021,,CSD,Squamish-Lillooet D,
5931829,,CSD,Pavilion 1,
5931818,,CSD,Fountain 10,
5931827,,CSD,Nesikep 6,
5931801,,CSD,Cheakamus 11,
5931006,,CSD,Squamish,
5931824,,CSD,Seton Lake 5,
5931032,,CSD,Squamish-Lillooet A,
5931821,,CSD,Lillooet 1,
5931810,,CSD,Nequatque 3A,
5931822,,CSD,Fountain Creek 8,
5931804,,CSD,Mount Currie 10,
5931017,,CSD,Squamish-Lillooet C,
5931805,,CSD,Nequatque 1,
5931820,,CSD,Fountain 12,
5931812,,CSD,Nesuch 3,
5931020,082400,CSD,Whistler,
5931808,,CSD,Waiwakum 14,
5931802,,CSD,Kowtain 17,
5931819,,CSD,Fountain 11,
5931815,,CSD,Chilhil 6,
5931838,,CSD,Mount Currie  6,
5931012,,CSD,Pemberton,
5931803,,CSD,Mount Currie  1,
5931831,,CSD,Slosh 1,
5931833,,CSD,Mission 5,
5931814,,CSD,Cayoosh Creek 1,
5931828,,CSD,Pashilqua 2,
5933,083200-085100-083300,CD,Thompson-Nicola,
5933836,,CSD,Lower Hat Creek 2,
5933042,,CSD,Kamloops,
5933822,,CSD,Chuchhriaschin 5A,
5933894,,CSD,Inkluckcheen 21B,
5933879,,CSD,Zacht 5,
5933817,,CSD,Skeetchestn,
5933068,083200-085100-083300,CSD,Thompson-Nicola A (Wells Gray Country),
5933819,,CSD,High Bar 1,
5933845,,CSD,105 Mile Post 2,
5933037,083200-085100-083300,CSD,Thompson-Nicola I (Blue Sky Country),
5933880,,CSD,Kamloops 1,
5933842,,CSD,Lytton  9B,
5933852,,CSD,Nohomeen 23,
5933896,,CSD,Nekliptum  1,
5933897,,CSD,Boothroyd 8A (Part),
5933805,,CSD,Joeyaska 2,
5933809,,CSD,Paul's Basin 2,
5933015,,CSD,Lytton,
5933865,,CSD,Skuppah 4,
5933814,,CSD,Canoe Creek 1,
5933821,,CSD,Canoe Creek 2,
5933887,083200-085100-083300,CSD,North Thompson 1,
5933812,,CSD,Bonaparte 3,
5933876,,CSD,Upper Nepa 6,
5933840,,CSD,Lytton  4E,
5933861,,CSD,Kloklowuck 7,
5933060,083200-085100-083300,CSD,Thompson-Nicola L,
5933883,,CSD,Neskonlith 1 (Neskainlith 1),
5933864,,CSD,Siska Flat 8,
5933802,,CSD,Douglas Lake 3,
5933072,083200-085100-083300,CSD,Thompson-Nicola O (Lower North Thompson),
5933860,,CSD,Siska Flat 3,
5933878,,CSD,Yawaucht 11,
5933070,083200-085100-083300,CSD,Thompson-Nicola B (Thompson Headwaters),
5933889,,CSD,Squaam 2,
5933054,,CSD,Chase,
5933870,,CSD,Nkaih 10,
5933895,,CSD,Shawniken 4B,
5933820,,CSD,Inkluckcheen 21,
5933853,,CSD,Nuuautin 2,
5933855,,CSD,Papyum 27,
5933006,,CSD,Merritt,
5933806,,CSD,Nicola Lake 1,
5933801,,CSD,Coldwater 1,
5933867,,CSD,Spences Bridge 4,
5933829,,CSD,Klahkamich 17,
5933872,,CSD,Marble Canyon 3,
5933886,,CSD,Nekalliston 2,
5933858,,CSD,Seah 5,
